STATUS,STATUS_zh,cEXT,cNEU,cAGR,cCON,cOPN
"Chandler: It just doesn't...feel like we're breaking up.Joanna: No, we are. I'm sad.Chandler: Okay.(They start kissing again, but are interrupted by the phone.Joanna: (answering the phone) Yes. (listens) Uh, can't you wait until tomorrow? (listens) All right. (hangs up) Unbelievable!!Chandler: Thanks.Joanna: No, no, that was my boss. I have to go.Chandler: Okay. (Starts to button up his shirt)Joanna: What are you doing?Chandler: I'm getting dressed.Joanna: Why?Chandler: When I walk outside naked people throw garbage at me.Joanna: Wait. I wanna show you something.Chandler: What is it?Joanna: Just a little gag gift somebody gave me. (She's holding a pair of handcuffs) Put your hands together.Chandler: Ah-ha, you're not the boss of me. (She kisses him) Yeah, you are! (She handcuffs him to the chair) Ooh, saucy.Joanna: (kisses him) I'll be back in ten minutes. (Starts to leave)Chandler: You are, you're gonna leave me like this?Joanna: Knowing you're here, waiting for me I think it's kinda exciting.Chandler: Okay. But if you don't come back soon, (She leaves and closes the door) there's pretty much nothing I can do about it![Cut to Joanna's outer office, where Rachel and Sophie work. They are both coming back from lunch.]Joanna: (locking her door) Oh.Sophie: Hi! I brought you back a macaroon!Joanna: Oh great! I'll keep it in my butt with your nose. (She grabs the cookie and walks out.)",錢德勒：它只是不......覺得我們突破了.joanna：不，我們是。我是傷心的（掛斷）令人難以置信！ m ad tassed.joanna：為什麼？錢德勒：當我走在裸體的人外，把垃圾扔在我身邊.joanna：等等。我想向你展示一些東西。這是什麼意思。拿著一雙手銬）把手放在一起。 （親吻他）我會在十分鐘後回來。（開始離開）錢德勒：你是，你會離開我這樣嗎？Joanna：知道你在這裡，等著我，我覺得它有點興奮。有點興奮：好的。但如果你不快回來，（她離開和cl OSS門）幾乎沒有我能做的事情！[切到喬安娜的外部辦公室，雷切爾和索菲工作。他們都從午餐後回來了。]喬安娜:(鎖定她的門）哦.Sophie：嗨！我把你帶回了蛋白杏仁餅乾！喬安娜：哦！我會用鼻子留在屁股上。 （她抓住餅乾並走出去。）,0,1,1,1,0
"Chandler: It just doesn't...feel like we're breaking up.Joanna: No, we are. I'm sad.Chandler: Okay.(They start kissing again, but are interrupted by the phone.Joanna: (answering the phone) Yes. (listens) Uh, can't you wait until tomorrow? (listens) All right. (hangs up) Unbelievable!!Chandler: Thanks.Joanna: No, no, that was my boss. I have to go.Chandler: Okay. (Starts to button up his shirt)Joanna: What are you doing?Chandler: I'm getting dressed.Joanna: Why?Chandler: When I walk outside naked people throw garbage at me.Joanna: Wait. I wanna show you something.Chandler: What is it?Joanna: Just a little gag gift somebody gave me. (She's holding a pair of handcuffs) Put your hands together.Chandler: Ah-ha, you're not the boss of me. (She kisses him) Yeah, you are! (She handcuffs him to the chair) Ooh, saucy.Joanna: (kisses him) I'll be back in ten minutes. (Starts to leave)Chandler: You are, you're gonna leave me like this?Joanna: Knowing you're here, waiting for me I think it's kinda exciting.Chandler: Okay. But if you don't come back soon, (She leaves and closes the door) there's pretty much nothing I can do about it![Cut to Joanna's outer office, where Rachel and Sophie work. They are both coming back from lunch.]",錢德勒：它只是不......覺得我們突破了.joanna：不，我們是。我是傷心的（掛斷）令人難以置信！ m ad tassed.joanna：為什麼？錢德勒：當我走在裸體的人外，把垃圾扔在我身邊.joanna：等等。我想向你展示一些東西。這是什麼意思。拿著一雙手銬）把手放在一起。 （親吻他）我會在十分鐘後回來。（開始離開）錢德勒：你是，你會離開我這樣嗎？Joanna：知道你在這裡，等著我，我覺得它有點興奮。有點興奮：好的。但如果你不快回來，（她離開和cl OSS門）幾乎沒有我能做的事情！[切到喬安娜的外部辦公室，雷切爾和索菲工作。他們都來自午餐。],1,0,0,0,0
"Chandler: Hello, Joanna...(Realises he doesn't know her last name)...'s office.Joanna: (on speaker phone) I'm really sorry but I may be a little while longer.Chandler: How little?!Joanna: A couple of hours, I feel awful.Chandler: Look, this isn't funny! You get back here right now!Joanna: I can't!!Chandler: Why not?!Joanna: I'm in my boss's car!Chandler: What?!Joanna: Uh-oh, tunnel. (The phone gets cut off)(Chandler gets an idea)[Cut to Rachel's office as her intercom buzzes.]",錢德勒：你好，喬安娜......（意識到他不知道她的姓）...... joanna :(在揚聲器電話上）我真的很抱歉，但我可能有一段時間。較長很少？！喬安娜：幾個小時，我感到可怕。謝爾勒：看，這不好笑！你現在回到這裡！喬安娜：我不能!!錢德勒：為什麼不？！喬安娜：我在我的老闆的車上！錢德勒：什麼？什麼？！喬安娜：ohana：oh-oh，隧道。 （手機被切斷）（Chandler獲得了一個想法）[切到Rachel的辦公室作為她的對講嗡嗡聲。],1,1,1,1,1
"Chandler: Hello, Joanna...(Realises he doesn't know her last name)...'s office.Joanna: (on speaker phone) I'm really sorry but I may be a little while longer.Chandler: How little?!Joanna: A couple of hours, I feel awful.Chandler: Look, this isn't funny! You get back here right now!Joanna: I can't!!Chandler: Why not?!Joanna: I'm in my boss's car!Chandler: What?!Joanna: Uh-oh, tunnel. (The phone gets cut off)(Chandler gets an idea)[Cut to Rachel's office as her intercom buzzes.]Rachel: (answering it) (angrily) What?!Chandler: (in a serious, businesslike tone) Rachel, could I see you for a moment?(Rachel goes into talk to Chandler.)Chandler: Okay, here's the situation. The keys to the cuffs are on the back of the door. Could you be a doll and grab them and scoot on over and unlock me? And on a totally different subject, that is a lovely pantsuit.Rachel: You promised you would break up with her!Chandler: I did break up with her! She just took it really, really well!Rachel: And the fact that you were jeopardising my career never entered your mind?!Chandler: It did enter my mind! But then something happened that made it, shoot right out.Rachel: Y'know what Chandler, you got yourself into those cuffs, you get yourself out of them.Chandler: No-no-no-no-no-no-no!! I can't get myself right out of them! You must have me confused with the Amazing Chandler!! Come on, you have to unlock me, she could be gone for hours, and I'm cold, and (Stops and looks up the skirt on a statue behind Joanna's desk.)Rachel: Oh, Chandler!! All right, this is it! (Grabs the key) You never see Joanna again!Chandler: Never!Rachel: You never come into this office again!Chandler: Fine!Rachel: You give me back my Walkman!Chandler: I-never borrowed your Walkman.Rachel: Well, then I lost it. You buy me one!Chandler: You got it! Here we go! Come on! This is great! (Rachel goes over and unlocks the handcuffs) Ahhh! (He starts rubbing his wrist)Rachel: Does it hurt?Chandler: No, I just always see guys doing this when they get handcuffs taken off them. (He runs over to where his pants are hanging) Hello sweet pants!Rachel: Wait a minute! What are you gonna tell Joanna?Chandler: About what?",錢德勒：你好，喬安娜......（意識到他不知道她的姓）...... joanna :(在揚聲器電話上）我真的很抱歉，但我可能有一段時間。較長很少？！喬安娜：幾個小時，我感到可怕。謝爾勒：看，這不好笑！你現在回到這裡！喬安娜：我不能!!錢德勒：為什麼不？！喬安娜：我在我的老闆的車上！錢德勒：什麼？什麼？！喬安娜：ohana：oh-oh，隧道。 （手機被切斷）（Chandler獲得了一個想法）[將雷切爾辦公室切成雷切爾辦公室。看了一會兒？（雷切爾與錢德勒交談。）錢德勒：好的，這是情況。袖口的鑰匙位於門後面。你能成為一個娃娃，抓住他們，腳踏實地解鎖我嗎？在一個完全不同的主題上，這是一個可愛的褲子。rachel：你答應你會和她分手！錢德勒：我確實和她分手了！她真的很好，真的很好！雷切爾：你危害我的職業生涯永遠不會進入你的想法？！錢德勒：它確實進入了我的想法！但是那些發生了一些事情，拍攝了它，拍攝.RACHEL：你知道什麼錢德勒，你把自己拿到那些袖口上，你把自己從他們身上脫離了。 ！我不能讓自己離開他們！你必須讓我與令人驚嘆的錢德勒混淆！來吧，你必須解鎖我，她可以走幾個小時，而且我很冷，（停下來看看喬安娜桌子後面的雕像上的裙子。）雷切爾：哦，錢德勒!!好吧，這是它！ （抓住關鍵）你再也見不到喬安娜了！Chandler：雷切爾，然後我失去了它。你給我買了一個！錢德勒：你得到它！開始了！快點！這很棒！ （瑞秋結束並解鎖了手銬啊！ （他開始摩擦他的手腕）rachel：它受傷了嗎？錢德勒：不，我總是看到當他們脫掉手銬時，我總是看到這些人這樣做。 （他跑到他的褲子掛在哪裡）你好甜褲子！雷切爾：等一分鐘！你要告訴喬安娜？錢德勒：關於什麼？,1,0,0,0,1
"Rachel: Chandler! Chandler, please, I have to get you locked up back the way you were, I am sooo gonna lose my job, she's very private about her office. Now I know why.Chandler: Hey, look, you're in trouble either way! Okay? If she comes back and sees me locked to this instead of the chair, she's gonna know you were in here. So you might as well just let me go.Rachel: What if I clean your bathroom for a month?Chandler: It still wouldn't be clean. (Rachel makes an 'Eww, disgusting!' face) All I want is my freedom.Rachel: Foot rubs for a month!Chandler: Freedom!",瑞秋：錢德勒！ Chandler，拜託，我必須讓你鎖定你的方式，我太失去了我的工作，她對她的辦公室非常私密。現在我知道為什麼.Chandler：嘿，看，無論如何，你都在麻煩！好的？如果她回來看到我被鎖定給這個而不是椅子，她會知道你在這裡。所以你也可以讓我去.Rachel：如果我一個月清潔浴室，怎麼辦？錢德勒：它仍然不會乾淨。 （雷切爾讓一個'eww，噁心！'臉）我想要的只是我的自由.rachel：腳摩擦一個月！錢德勒：自由！,0,0,1,1,1
"Joey: Wow! There's a lot I didn't know about vomit. (The duck comes to the door of the bathroom, quacking.) (To the duck) In a minute. (The duck goes back into the bathroom.)The Salesman: So, what do you say, Joey? You get the whole set of encyclopedias for twelve hundred dollars, which works out to just 50 bucks a book!Joey: Twelve hundred dollars? You think I have $1200? I'm home in the middle of the day, and I got patio furniture in my living room. I guess there's a few things you don't get from book learnin'.The Salesman: Well ah, what can you swing?Joey: How about zero down and zero a month for a long, long time?The Salesman: You don't have, anything?",喬伊：哇！有很多我不知道嘔吐物。 （鴨子來到浴室的門口，舀出來。）（到鴨子）一分鐘。 （鴨子回到浴室裡。）推銷員：所以，你說什麼，喬伊？你得到了十二百元的全套百科全書，這是一個只有50塊錢的書！喬伊：十二美元？你認為我有1200美元嗎？我在一天中間回家，我的客廳裡有露台家具。我想有幾件事從書中學習了。推銷員：嗯，你能擺動什麼？喬伊：一個月零下和零一個長，很長一段時間？有什麼，有什麼嗎？,0,0,0,0,1
"Chandler: (hello) Hello.Joey, Rachel, Ross: Hey!Monica: (in a sexy voice) Hello, Chandler. (Phoebe has a huge smile on her face.)Chandler: (to Rachel) I love you. (Kisses her on the forehead)Joey: Wh-what's going on?Phoebe: Oh.(She motions for them to come closer, they lean in and she whispers what Rachel told her. The guys both lean back laughing.]Joey: No he doesn't!Chandler: (checks his watch) Two hours, that lasted!Rachel: So did you break up with Joanna?Chandler: I think so.",錢德勒:(你好）你好.joey，rachel，ross：嘿！莫妮卡:(在性感的聲音）你好，錢德勒。 （菲比臉上有巨大的笑容。）錢德勒:(瑞秋）我愛你。 （在額頭上吻她）Joey：WH - 發生了什麼？Phoebe：哦。（她為他們越來越近的動議，他們傾向於她悄悄地說雷切爾告訴她。他沒有！錢德勒:(檢查他的手錶）兩個小時，持續！雷切爾：你和喬安娜分手了嗎？Chandler：我這麼認為。,0,1,1,1,0
"Phoebe: Hey! New wallet, huh?Chandler: Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.Monica: Rachel!Rachel: What?Monica: You just put an empty carton back in the fridge!",菲比：嘿！新錢包，呵呵？錢德勒：是的，這是時候了。皮革中的舊避孕套戒指並沒有說'酷'anymore.monica：rachel！rachel：什麼？莫妮卡：你剛把一個空的紙箱放回冰箱裡！,1,0,1,0,1
"Rachel: Oh! Hey, Mr. Treeger.Mr. Treeger: Hey.(Rachel opens the trash chute, winces at the smell, and throws the garbage bag in. She then tries to throw the pizza box in, but since it's so big she jams it into the opening and it prevents the door from closing. She then turns around too see Mr. Treeger watching her.)Mr. Treeger: What are you doing?Rachel: Ummm. Oh! I'm sorry. (She grabs the box and offers him a piece.) It's a little old but...Mr. Treeger: No! You're clogging up the chute that I spent a half-hour unclogging!Rachel: I'm sorry. I didn't-I don't come in here a lot.Mr. Treeger: Oh yeah, of course you don't!Rachel: No.",瑞秋：哦！嘿，Treeger.mr先生。樹木：嘿。（雷切爾打開了垃圾溜冰，聞到嗅覺，並拋出垃圾袋。然後她試圖扔披薩盒子，但由於它如此之大，她進入了開口，它可以防止門口關閉。然後她也會轉過身看看樹杰先生看著她。）先生。樹齡：你在做什麼？雷切爾：嗯。哦！對不起。 （她抓住了盒子，為他提供了一塊。）這是一個小小的老但是......先生。樹齡：不！你堵塞了我花了半小時的滑槽！雷切爾：對不起。我沒有 - 我沒有進來很多..樹齡：哦，是的，當然你沒有！雷切爾：不。,0,1,1,0,1
"Ross: They make you take an oath?Phoebe: No, I made myself take an oath. Yeah, no fooling around with clients and umm, always be prepared. Yeah, that one's actually from the Boy Scouts, but it just makes good sense.Chandler: Why don't you just give him to somebody else?Phoebe: No, I can handle it. No, I'm a professional. (She starts to leave)Rachel: Oh Pheebs, is that a new ankle bracelet?Monica: Wow! And you got a petticure. Your feet are all dressed up.Chandler: Because that's the only part of you he can see when he's on the table!Monica: You're gonna do some feet flirtin'!",羅斯：他們讓你宣誓？Phoebe：不，我讓自己宣誓。是的，沒有愚弄客戶和umm，始終準備好。是的，那個人實際上來自男性童子軍，但它只是發揮了良好的感覺。不，我是專業的。 （她開始離開）雷切爾：哦，Pheebbs，是一個新的腳踝手鐲？莫妮卡：哇！你有一個襯裙。你的腳都是打扮的。,0,0,0,1,1
"Monica: You're gonna do some feet flirtin'!Phoebe: I don't what your talking about. (Laughs nervously and continues to leaqve)Ross: Then how do you explain the toe ring?!Phoebe: Because it's Arabian princess day at work! Okay?! Leave me alone![Cut to later, Joey is returning from talking to Mr. Treeger.]Rachel: Oh! My hero! What happened?Joey: Well uh, I went down there and told him that no one treats my friends like that and that he'd better come up here and apologize. I'll see you later. (Starts to leave)Monica: What a minute, what did he say?Joey: He said that he wasn't gonna apologize because you guys are living here illegally, so instead what he's gonna do is have you evicted-I'll see you later.Rachel: What?! You got us evicted!!Monica: I told you not to go down there!Joey: Well he made Rachel cry!Monica: Rachel always cries!",莫妮卡：你要做一些腳Flirtin'！Phoebe：我不知道你的談論。 （緊張地笑著繼續走向Leaqve）羅斯：那麼你如何解釋腳趾戒指？！Phoebe：因為它在工作中的阿拉伯公主日！好的？！讓我一個人！[削減到以後，Joey正在與Treeger先生返回。]雷切爾：哦！我的英雄！發生了什麼事？喬伊：嗯，我走了，告訴他，沒有人對待我的朋友，他最好出現在這裡並道歉。一會兒見。 （開始離開）莫妮卡：一分鐘，他說了什麼？喬伊：他說他不會道歉，因為你們在非法居住在這裡，所以相反，他要做什麼 - 你會看到什麼 - 我會看到你以後.Rachel：什麼？！你讓我們被驅逐了！,0,1,1,0,1
"Chandler: Yes. (In a stronger voice) Yes!Ross: One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""Chandler: No! I want a flabby gut and saggy man breasts!Ross: Good! That's good!Chandler: Okay. (They go inside) (To the guy at the desk) I wanna quit the gym.Gym Employee: You wanna quit?Chandler: I wanna quit the gym.Gym Employee: You do realize that you won't have access to our new full service Swedish spa.Chandler: (He turns to Ross and Ross makes a 'Be strong' sound.) I wanna quit the gym.Gym Employee: Okay, Dave in the membership office, handles quitters. (Both Chandler and Ross start to make their way to the membership office.) Uh, excuse me, (to Ross) are you a member?Ross: Me? No.Gym Employee: Sorry, members only.Chandler: (horrified at the prospect of trying to quit alone and unsure about himself) I wanna quit the gym.",錢德勒：是的。 （在一個強大的聲音）是！羅斯：再一次，“嘿，你不想要洗手板肚子和搖滾硬洞嗎？”錢德勒：不！我想要一個鬆弛的腸道和下垂的男人乳房！羅斯：好！那很好！錢德勒：好的。 （他們進去）（對桌子的那個人）我想放棄健身房。員工：你想戒菸嗎？錢德勒：我想戒掉健身房。Gym員工：你確實意識到你無法進入我們的新手全方位服務瑞典水療中心。 （墨爾德勒和羅斯開始向會員辦公室開始。）呃，對不起，（羅斯）你是會員嗎？羅斯​​：我？ No.Gym員工：對不起，會員才.CHANDLER :(在試圖獨自退出並不確定自己的前景中，我想放棄健身房。,1,0,1,0,1
"Rick: (looking at her feet) Wow, you have really pretty feet.Phoebe: These old things.Rick: Would you mind spending some time on my siadic area, it's been killing me today.Phoebe: You mean the-Okay by siadic, you mean the towel covered portion.Rick: Yeah.",瑞克:(看著她的腳）哇，你真的很漂亮的腳，你的意思是毛巾覆蓋的部分.Rick：是的。,0,0,0,0,0
"Joey: All right, I'm here, let's ahh, get this over with.Mr. Treeger: Okay ahh, well, just ahh, follow my lead. (Turns on some music)Joey: Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?Mr. Treeger: Look come on, eh, just ah, just ah, put your arms around me, eh.(Joey does so, and they both start dancing. Treeger tries to spin Joey, but ends up throwing him into the door.)Mr. Treeger: Ahhhh! I'm sorry!Joey: No, it's okay, but if I'm Marge, my breasts are coming out my back.",喬伊：好的，我在這裡，讓我們啊，把它拿到.mr.樹木：好的啊，好吧，只是啊，跟著我的鉛。 （打開一些音樂）Joey：Whoa-Whoa，我們不需要先做一些有點準備嗎？像啊，真的喝醉了？先生。樹上：呃，呃，只是啊，只是啊，把你的手臂放在我身邊，呃。（喬伊這樣做，他們都開始跳舞。Treeger試圖旋轉喬伊，但最終會把他扔進門口。）先生。樹齡：啊哈哈！對不起！喬伊：不，沒關係，但如果我是Marge，我的乳房就會出來。,0,0,1,0,0
Ross: Hello.Chandler: Hi.Ross: We'd like to close our accounts.Bank Officer: Close your accounts? Is there some kind of problem?,ross：hello.chandler：hi.ross：我們想關閉我們的帳戶。銀行官員：關閉您的帳戶？有一些問題嗎？,1,1,1,0,1
"Phoebe: It's so weird, I have never been fired from anything before!Rachel: Sweety...Phoebe: I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise.(There's a knock on the door and Chandler answers it.)Mr. Treeger: Hey Duck, is Chick here?Chandler: Yeah... Bunny-rabbit.Joey: (To Mr. Treeger) So you ah, ready for our last practice?Mr. Treeger: Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small.Joey: Look, you wanna use our place?Mr. Treeger: No, I ahh, had another idea.[Cut to the roof, where Joey and Mr. Treeger are dancing happily to ^Night and Day^.]Joey: We did it!!Mr. Treeger: I know, we did it!! Hey, that was incredible, huh?!Joey: I know, it was amazing! I mean, we totally nailed it, it was beautiful.Mr. Treeger: Thank you, listen, thanks a lot Tribbiani, (checks watch). Oh my God, look at the time, I gotta catch the bus to the ball.Joey: Oh well, okay, good luck.Mr. Treeger: Yeah.Joey: Unless you wanna practice the Foxtrot again? Or-or the Tango?Mr. Treeger: Ahh, thanks but no. You see I-I think I'm ready to dance with girls.Joey: Okay.Mr. Treeger: Yeah.",Phoebe：這太奇怪了，我從來沒有從任何東西中解僱！Rachel：Sweety ... Phoebe：我只是 - 我剛開始走來走去，不知道下一步怎麼辦，你知道？我 - 如果他們想要按摩，我就開始向街上詢問人們。然後這些警察，以為我也是一個妓女。這是一個非常糟糕的一天，妓女明智。（門口和錢德勒有一個敲門聲。）先生。樹葉：嘿鴨，是小雞嗎？錢德勒：是的...兔子......兔子......傢伙:(對樹林先生）所以你啊，為我們的最後一練做好了準備？先生。樹木：是的，但是你知道，我覺得我們沒有得到旋轉的原因是因為我的公寓太小了.joey：看，你想使用我們的地方嗎？先生。樹齡：不，我啊，有另外一個想法。[切到屋頂，喬伊和樹齡先生愉快地跳舞到^晚上和日夜^。]喬伊：我們做到了!!先生。樹齡：我知道，我們做到了！嘿，那是令人難以置信的，嗯？！喬伊：我知道，這太棒了！我的意思是，我們完全釘了它，它是美麗的.mr。 Treeger：謝謝，聽，謝謝很多Tribbiani，（檢查手錶）。哦，我的上帝，看著當時，我得趕上公共汽車到球。傑伊：哦，好吧，祝你好運。 Treeger：Yeah.joey：除非你想再次練習Foxtrot嗎？或者 - 或探戈？先生。樹齡：啊，謝謝，但沒有。你看我 - 我想我準備和女孩一起跳舞.joey：好的..mr.樹齡：是的。,0,0,0,1,0
"Monica: So you didn't leave the bank?Ross: No! And somehow, we ended up with a joint checking account.Rachel: What are you ever gonna use that for?!Chandler: To pay for the gym.(Phoebe enters)Chandler: Hey.Phoebe: Hey! So I had a great day, Rick and I really hit it off, and we started making out, and then my boss walked in and fired me for being a whore.Joey: What?!Rachel: You got fired?!Monica: Oh my Gosh!Phoebe: It's so weird, I have never been fired from anything before!Rachel: Sweety...",莫妮卡：所以你沒有離開銀行？羅斯：沒有！不知何故，我們最終獲得了一份聯合支票賬戶.Rachel：你有什麼用的？！錢德勒：支付健身房費用。（Phoebe進入）Chandler：hey.phoebe：嘿！所以我度過了一個美好的一天，瑞克和我真的擊倒了，我們開始做出了，然後我的老闆走進去解雇了我是一個妓女.joey：什麼？！rachel：你被解雇了？！莫妮卡：哦我的天哪！Phoebe：這太奇怪了，我從未被解僱過的任何東西！雷切爾：甜心......,1,0,1,0,1
"Rachel: You got fired?!Monica: Oh my Gosh!Phoebe: It's so weird, I have never been fired from anything before!Rachel: Sweety...Phoebe: I just-I just started walking around not knowing what to do next, y'know? I-I started asking people on the street if they wanted massages. Then these policemen, thought I was a whore too. It's been a really bad day, whore wise.(There's a knock on the door and Chandler answers it.)Mr. Treeger: Hey Duck, is Chick here?Chandler: Yeah... Bunny-rabbit.Joey: (To Mr. Treeger) So you ah, ready for our last practice?Mr. Treeger: Yeah, but y'know, I think the reason we're not getting that spin right is because my apartment's too small.Joey: Look, you wanna use our place?Mr. Treeger: No, I ahh, had another idea.[Cut to the roof, where Joey and Mr. Treeger are dancing happily to ^Night and Day^.]Joey: We did it!!Mr. Treeger: I know, we did it!! Hey, that was incredible, huh?!Joey: I know, it was amazing! I mean, we totally nailed it, it was beautiful.Mr. Treeger: Thank you, listen, thanks a lot Tribbiani, (checks watch). Oh my God, look at the time, I gotta catch the bus to the ball.Joey: Oh well, okay, good luck.Mr. Treeger: Yeah.Joey: Unless you wanna practice the Foxtrot again? Or-or the Tango?Mr. Treeger: Ahh, thanks but no. You see I-I think I'm ready to dance with girls.Joey: Okay.Mr. Treeger: Yeah.",雷切爾：你被解雇了？莫妮卡：哦，我的天哪，y'know？我 - 如果他們想要按摩，我就開始向街上詢問人們。然後這些警察，以為我也是一個妓女。這是一個非常糟糕的一天，妓女明智。（門口和錢德勒有一個敲門聲。）先生。樹葉：嘿鴨，是小雞嗎？錢德勒：是的...兔子......兔子......傢伙:(對樹林先生）所以你啊，為我們的最後一練做好了準備？先生。樹木：是的，但是你知道，我覺得我們沒有得到旋轉的原因是因為我的公寓太小了.joey：看，你想使用我們的地方嗎？先生。樹齡：不，我啊，有另外一個想法。[切到屋頂，喬伊和樹齡先生愉快地跳舞到^晚上和日夜^。]喬伊：我們做到了!!先生。樹齡：我知道，我們做到了！嘿，那是令人難以置信的，嗯？！喬伊：我知道，這太棒了！我的意思是，我們完全釘了它，它是美麗的.mr。 Treeger：謝謝，聽，謝謝很多Tribbiani，（檢查手錶）。哦，我的上帝，看著當時，我得趕上公共汽車到球。傑伊：哦，好吧，祝你好運。 Treeger：Yeah.joey：除非你想再次練習Foxtrot嗎？或者 - 或探戈？先生。樹齡：啊，謝謝，但沒有。你看我 - 我想我準備和女孩一起跳舞.joey：好的..mr.樹齡：是的。,1,0,0,0,0
"Chandler: All right, I'm gonna do it! I'm gonna get shot down. Any advice?Monica: Just be yourself. But, not too much.Chandler: (gets up) (softly) Wish me luck.Ross: (loudly) Good luck!Chandler: Wish it! (To the woman, Kathy, he likes) Hi. Hi, I-I was just sitting over there, and uhh, Chandler. My name is Chandler. Did I say that?Kathy: No, you didn't. Hi, I'm Kathy.Chandler: Uh Kathy, with K or a C?Kathy: With a K.Chandler: Oh-oh-hey!Kathy: Wow! You are really good at this.Chandler: Hey, come on, give me a break, I'm out on a limb here.Kathy: I'm sorry, you're right, I apologize, but I should tell you that I'm waiting for a date. (Joey enters) Oh, and there he is now.",錢德勒：好的，我會這樣做！我會被擊落。任何建議？莫妮卡：只是做你自己。但是，不是太多。 （對女人，凱西，他喜歡）嗨。嗨，我 - 我只是坐在那裡，而Uhh，Chandler。我的名字是錢德勒。我這麼說嗎？凱蒂：不，你沒有。嗨，我是kathy.chandler：嗯，用k或c？kathy：k.candler：哦 - 哦 - 嘿！凱西：哇！你真的很擅長這一點。嘿，嘿，來吧，給我一個休息，我在這裡脫落.Kathy：對不起，你是對的，我很抱歉，但我很抱歉，但我應該告訴你我'我在等待約會。 （喬伊進入）哦，他現在。,0,0,0,1,1
"Monica: Oh come on! You're making it sound worse than it actually was.Ross: Her date tipped me ten dollars. (Monica laughs)(Phoebe runs into the kitchen with wet hair, opens the window, and sticks her head outside.)Ross: Pheebs, what are you doing?Phoebe: Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.Monica: Phoebe, you'll catch pneumonia.Chandler: (entering) Okay. You were right. I'm in love with Joey's girlfriend.Phoebe: What?!Ross: Are you serious?Phoebe: Well, how-how-how is that possible? You barely know her!Chandler: I don't know. I can't--I just, I can't get her out of my head. Y'know? I mean, I'm a very bad person. I'm a very, very bad person. I'm a horrible person. (he waits for a reaction, when he doesn't get one) No you're not Chandler! We still love you Chandler!Monica: (sneezes) Oh gosh, Phoebe, I think I caught your cold.Phoebe: You mean you stole it! (Monica sneezes again) Don't cover your mouth when you do that!(Joey and Kathy enter, laughing)",莫妮卡：哦來吧！你的聲音比它實際上是糟糕的。羅斯：她的日期傾向於我十美元。 （莫妮卡笑）（Phoebe用濕漉漉的頭髮跑到廚房裡，打開窗戶，把頭貼在外面。）羅斯：Pheebs，你在做什麼？Phoebe：好的，我想再次性感，所以我想抓住感冒。它應該很容易，據說它們很常見.Monica：Phoebe，你會抓住肺炎.Chandler :(進入）好的。你是對的。我愛上了Joey的女朋友你幾乎不認識她！錢德勒：我不知道。我不能 - 我只是，我不能讓她離開我的腦袋。你知道嗎？我的意思是，我是一個非常糟糕的人。我是一個非常糟糕的人。我是一個可怕的人。 （他等待反應，當他沒有得到一個）不，你不是錢德勒！我們仍然愛你錢德勒！莫妮卡:(打噴嚏）哦天哪，菲什，我想我抓住了你的寒冷：你的意思是你偷了它！ （Monica Sneezes再次）當你這樣做時不要遮住你的嘴！（喬伊和凱西進入，笑）,1,0,1,1,1
"Monica: Oh come on! You're making it sound worse than it actually was.Ross: Her date tipped me ten dollars. (Monica laughs)(Phoebe runs into the kitchen with wet hair, opens the window, and sticks her head outside.)Ross: Pheebs, what are you doing?Phoebe: Okay, I wanna be sexy again so I'm trying to catch a cold. It should be easy, supposedly they're pretty common.Monica: Phoebe, you'll catch pneumonia.Chandler: (entering) Okay. You were right. I'm in love with Joey's girlfriend.Phoebe: What?!Ross: Are you serious?",莫妮卡：哦來吧！你的聲音比它實際上是糟糕的。羅斯：她的日期傾向於我十美元。 （莫妮卡笑）（Phoebe用濕漉漉的頭髮跑到廚房裡，打開窗戶，把頭貼在外面。）羅斯：Pheebs，你在做什麼？Phoebe：好的，我想再次性感，所以我想抓住感冒。它應該很容易，據說它們很常見.Monica：Phoebe，你會抓住肺炎.Chandler :(進入）好的。你是對的。我愛上了喬伊的女朋友.Phoebe：什麼？！羅斯：你認真嗎？,0,0,0,1,0
